,0
294,0.0013011489063501358
295,0.0014626490883529186
296,0.001230016874615103
297,0.001508861023467034
298,0.0016787851345725358
299,0.001233872608281672
300,0.0011927162995561957
301,0.001640557253267616
302,0.001271067827474326
303,0.0016173627809621394
304,0.0013799976441077888
305,0.0011687061050906777
306,0.0015460713766515255
307,0.0009923205943778157
308,0.001466121117118746
309,0.0012049437500536442
310,0.0012620604829862714
311,0.0009319256350863725
312,0.0014743900392204523
313,0.0011112514766864479
314,0.001423337438609451
315,0.0013059527846053243
316,0.0010310766228940338
317,0.0013080203789286315
318,0.0011035313364118338
319,0.0009918243158608675
320,0.0009846565662883222
321,0.0011285889777354896
322,0.0010386908543296158
323,0.0016595711349509656
324,0.0017329701222479343
325,0.000976880721282214
326,0.001105684379581362
327,0.0009615641902200878
328,0.0012782219564542174
329,0.001174987992271781
330,0.0010690870403777808
331,0.0011317931057419628
332,0.0012491816887632012
333,0.0017007749411277473
334,0.0009980984323192388
335,0.001394359685946256
336,0.00131388776935637
337,0.0011971864150837064
338,0.0010634477657731622
339,0.0009188437252305448
340,0.001009792962577194
341,0.0011139966663904488
342,0.0014839998329989612
343,0.0011140126734972
344,0.001290321524720639
345,0.0011498795938678086
346,0.0011259118327870965
347,0.0014539904659613967
348,0.001164715737104416
349,0.00153154821600765
350,0.0013369767693802714
351,0.0011678503942675889
352,0.0012852828367613256
353,0.0010317486594431102
354,0.0008355190511792898
355,0.0010231802298221737
356,0.0011515517253428698
357,0.0009916349954437464
358,0.0014459921512752771
359,0.0013369485386647284
360,0.001149057352449745
361,0.0010497169569134712
362,0.0009773260680958629
363,0.0013372350949794054
364,0.0009686468401923776
365,0.000997246301267296
366,0.0011507118470035493
367,0.0010337326093576849
368,0.0016425710055045784
369,0.0012444265885278583
370,0.0009696641936898232
371,0.0009885968174785376
372,0.0008380429644603282
373,0.0011250212555751204
374,0.0013270320487208664
375,0.0013249199837446213
376,0.0011961832642555237
377,0.0009090238017961383
378,0.001086224801838398
379,0.0010870203841477633
380,0.0010320255532860756
381,0.0012602119822986424
382,0.0009854300296865404
383,0.0009159093024209142
384,0.0011798617197200656
385,0.0010166417923755944
386,0.0012175521696917713
387,0.0014078875829000026
388,0.0008151870570145547
389,0.0011836410849355161
390,0.001286294893361628
391,0.0008545736200176179
392,0.0011330945417284966
393,0.0010067496332339942
394,0.0009515464771538973
395,0.0013844928762409836
396,0.0010370662494096905
397,0.0008796665642876178
398,0.0008590048237238079
399,0.0009965395147446543
400,0.000875265832291916
401,0.0013165801647119224
402,0.0009441223519388586
403,0.0008704916981514543
404,0.0015816724626347423
405,0.0009564957290422171
406,0.0011060672695748508
407,0.0009215380123350769
408,0.00143818324431777
409,0.000844258931465447
410,0.000973828777205199
411,0.0009907027706503868
412,0.0009249438589904457
413,0.0011955017689615488
414,0.0007897985924500972
415,0.0010215144138783216
416,0.001022106735035777
417,0.0008853274339344352
418,0.0009446883341297507
419,0.000782441085902974
420,0.0013633202761411667
421,0.0011277697049081326
422,0.0009680555085651577
423,0.0008430012676399201
424,0.0009729046723805368
425,0.0008628842188045382
426,0.000757420581066981
427,0.0008761377248447388
428,0.0008769271080382168
429,0.0008880790555849671
430,0.0012316278589423746
431,0.0013335146359167993
432,0.000918875855859369
433,0.0009692693129181862
434,0.0007862283382564783
435,0.0011230914969928563
436,0.000986238126643002
437,0.0009628184197936207
438,0.0016924789524637163
439,0.001084272691514343
440,0.0011836244375444949
441,0.0012974199489690363
442,0.0009305187268182635
443,0.0010137960780411959
444,0.0009207377443090081
445,0.0010189355234615505
446,0.0010041597706731409
447,0.0008481446420773864
448,0.00170557462843135
449,0.0010551281447988003
450,0.0009814796794671565
451,0.0010234602668788284
452,0.0007588467269670218
453,0.0013636917574331164
454,0.0012161799240857363
455,0.0010802423930726945
456,0.000947591703152284
457,0.000884166220203042
458,0.0008165600884240121
459,0.0009142560593318194
460,0.0009050555236171931
461,0.0008553914376534522
462,0.0007878834439907223
463,0.0012444037129171193
464,0.0006858530396129936
465,0.0010660417610779405
466,0.0012966453214176
467,0.0007718729611951858
468,0.0010948989656753838
469,0.001167462789453566
470,0.0008539140981156379
471,0.0009271534509025514
472,0.0011221555469091982
473,0.00104803335852921
474,0.0016847059596329927
475,0.0009696945489849895
476,0.0008925875881686807
477,0.000913012569071725
478,0.0007135857013054192
479,0.0008726170053705573
480,0.0007992222963366657
481,0.0010285631578881294
482,0.001093062513973564
483,0.0008501321135554463
484,0.0008089811890386045
485,0.0010593593178782612
486,0.0007022672216407955
487,0.001053870131727308
488,0.0007797662983648479
489,0.0013455768930725753
490,0.0009605682571418583
491,0.001478668360505253
492,0.0008780366915743798
493,0.001634362037293613
494,0.0007102324452716857
495,0.0010574760381132364
496,0.0011891966278199106
497,0.0011947109596803784
498,0.0009553456620778888
499,0.0010268435580655932
500,0.00087931496091187
501,0.0009695217595435679
502,0.0008587785705458373
503,0.000879946252098307
504,0.0006376961391652003
505,0.0009351691114716232
506,0.0008690739050507545
507,0.0008095985394902527
508,0.0006846723845228553
509,0.0011604653554968536
510,0.0007878672040533274
511,0.0014489630120806396
512,0.0008951451454777271
513,0.0009340590622741729
514,0.0007169188756961375
515,0.000830368633614853
516,0.000858450133819133
517,0.0006069284718250856
518,0.0007031308196019381
519,0.0008775884634815156
520,0.0008058294770307839
521,0.0009387833124492317
522,0.0007180437387432903
523,0.0008477542432956398
524,0.0011723287752829492
525,0.0008643418550491333
526,0.0009172721765935421
527,0.0009171387064270675
528,0.000786024407716468
529,0.0010610955068841577
530,0.0007922021904960275
531,0.0008795178437139839
532,0.0007887197425588965
533,0.0006918548606336117
534,0.0007512882293667644
535,0.0009499278094153851
536,0.0007648495666217059
537,0.0007173233607318252
538,0.0008149627537932247
539,0.0009267413406632841
540,0.0007867471722420305
541,0.0008036405488383025
542,0.0007758552383165807
543,0.0005984268645988777
544,0.0005836525815539062
545,0.0007687451143283397
546,0.0009047675703186542
547,0.0012881884758826345
548,0.0007091561565175653
549,0.0009511425159871578
550,0.0007731195946689695
551,0.0007631136977579445
552,0.0008227159560192376
553,0.0012374320649541914
554,0.001261596626136452
555,0.0007522066298406571
556,0.0010011296544689685
557,0.0012792738561984152
558,0.0007705305470153689
559,0.001012923545204103
560,0.0008389715803787112
561,0.0006534353888127953
562,0.0007260450802277774
563,0.0008966374734882265
564,0.0007798175211064517
565,0.0007964577525854111
566,0.001146870170487091
567,0.0010599843808449805
568,0.0011812831507995725
569,0.0008236138091888279
570,0.0010341295273974538
571,0.0009087608777917922
572,0.0011931186309084296
573,0.0008094264776445925
574,0.0009309388697147369
575,0.0009244412358384579
576,0.0011951318883802742
577,0.0007950963627081364
578,0.0011496690567582846
579,0.0008871918253134936
580,0.0008094068325590342
581,0.0006505840865429491
582,0.0006869692879263312
583,0.000940957514103502
584,0.0008997638942673802
585,0.0007588198932353407
586,0.0006690669397357851
587,0.0007365083729382604
588,0.0007998653163667768
589,0.0007786181813571602
590,0.0006692426977679133
591,0.0006188217812450603
592,0.0006466509948950261
593,0.0012291369785089046
594,0.0007010183180682361
595,0.001258889475138858
596,0.0010541558149270713
597,0.0012495247938204557
598,0.0007587591535411775
599,0.0008619657019153237
600,0.0008236003341153264
601,0.0008526738965883851
602,0.0009059420553967357
603,0.0006973420095164329
604,0.0006082384206820279
605,0.0006304831622401252
606,0.0007049260020721704
607,0.0005769555864389986
608,0.0007643718854524195
609,0.0008666719659231603
610,0.0006336285441648215
611,0.0008222241012845188
612,0.0009200167551171035
613,0.0010024437215179205
614,0.0008686542569193989
615,0.0006686142005492002
616,0.0010053498845081776
617,0.0006291774625424296
618,0.0007092008017934859
619,0.00073882399010472
620,0.0007373056141659617
621,0.0009709557052701712
622,0.000848907686304301
623,0.0009028852509800345
624,0.0007835478754714131
625,0.0011439342924859375
626,0.0007103661191649735
627,0.0011325369123369455
628,0.0008014027844183147
629,0.0008909037278499454
630,0.0007353598484769464
631,0.0011767098621930927
632,0.0007421270420309156
633,0.0008328323601745069
634,0.000921750848647207
635,0.0008738058677408844
636,0.000780934322392568
637,0.0009201547654811293
638,0.0008807727426756173
639,0.000776425760705024
640,0.0009759904642123729
641,0.0007446676027029753
642,0.0008420728845521808
643,0.0008098093676380813
644,0.0008769589476287365
645,0.0005961887800367549
646,0.0006653718010056764
647,0.0008817728084977716
648,0.0009912249515764415
649,0.0008161569421645254
650,0.0007390175014734268
651,0.0008373077143914998
652,0.0007065029931254685
653,0.001005058642476797
654,0.000660255755065009
655,0.0006915948761161417
656,0.0008363645465578884
657,0.0007063435041345656
658,0.000834243226563558
659,0.0007339426083490252
660,0.0008718708995729685
661,0.0006052495882613584
662,0.0007771884847898036
663,0.000824633811134845
664,0.0010885408555623144
665,0.0006911514210514724
666,0.0010916127648670226
667,0.0005939464754192159
668,0.0007964677643030882
669,0.0008603855385445058
670,0.0007440906774718314
671,0.0011111364583484828
672,0.0008486823062412441
673,0.0009458106069359928
674,0.0008603848691564053
675,0.0008751882123760879
676,0.0009644837700761855
677,0.0009002709994092584
678,0.0008107496541924775
679,0.000964915263466537
680,0.000539261192898266
681,0.0010140399681404233
682,0.001070981496013701
683,0.001067854289431125
684,0.0007763006433378905
685,0.0009710102749522775
686,0.0008948121103458107
687,0.001333820604486391
688,0.0008066393784247339
689,0.0008365036337636411
690,0.0009359354444313794
691,0.0008825827680993825
692,0.0009028678177855909
693,0.0010998413490597159
694,0.00062580055964645
695,0.0007373634725809097
696,0.000794925115769729
697,0.000664257473545149
698,0.000697048322763294
699,0.0008320909109897912
700,0.0006939400336705148
701,0.0006099388119764626
702,0.0008532627543900162
703,0.0010293158993590623
704,0.0012127247755415738
705,0.0005603356403298676
706,0.0007975281041581184
707,0.0007051968714222312
708,0.0006926622008904815
709,0.0005502999993041158
710,0.0007164654089137912
711,0.0006523258634842932
712,0.0006236916233319789
713,0.0006853857776150107
714,0.0006946921930648386
715,0.0006634690798819065
716,0.0008070282347034663
717,0.0010833416308742017
718,0.0008623451867606491
719,0.0007541531813330948
720,0.0008266737277153879
721,0.0009445368486922234
722,0.0007167989097069949
723,0.0008664855267852545
724,0.0009561904589645565
725,0.0007508108974434435
726,0.0008793660381343216
727,0.0008371621370315552
728,0.0006628182891290635
729,0.0005568390479311347
730,0.0008627282222732902
731,0.000595171470195055
732,0.0007129176810849458
733,0.0007012317073531449
734,0.0006835975509602576
735,0.0008259744790848345
736,0.0006211904692463577
737,0.000591630203416571
738,0.0008030257595237345
739,0.0009256398188881576
740,0.0006967868539504707
741,0.0006695791525999084
742,0.0007850849942769855
743,0.0008702392224222422
744,0.0006782858399674296
745,0.0008129715570248663
746,0.0006542450573761016
747,0.0006181858771014959
748,0.0007193615601863712
749,0.0006390301277860999
750,0.0005750585114583373
751,0.0010590699093881994
752,0.0006359982362482697
753,0.0007570557936560363
754,0.0008153138915076852
755,0.0006931309762876481
756,0.0006747639854438603
757,0.000599272403633222
758,0.0007340072188526392
759,0.0006043863540980965
760,0.0006540316098835319
761,0.0008210376545321196
762,0.0006133586284704506
763,0.0005377619527280331
764,0.0006230383005458862
765,0.000636801210930571
766,0.0007679394038859755
767,0.0008148330671247095
768,0.0006320474203675985
769,0.0008145077154040337
770,0.0007057124457787722
771,0.0007435652951244265
772,0.00068474150612019
773,0.0007889061234891415
774,0.0007399959722533822
775,0.0005241934268269688
776,0.0009340810065623373
777,0.0007874631555750966
778,0.0007295788964256644
779,0.0006477595597971231
780,0.0007530965085607022
781,0.0008805872057564557
782,0.0005864880222361535
783,0.0006811859202571213
784,0.0005975161038804799
785,0.000618564517935738
786,0.0007878867036197335
787,0.0007216865487862378
788,0.0007790874224156141
789,0.000753967760829255
790,0.0007796779391355813
791,0.0007584108680021018
792,0.000745116762118414
793,0.0006850913923699409
794,0.0007119380752556026
795,0.0005688602395821363
796,0.000687064923113212
797,0.0007479789492208511
798,0.0006140563200460747
799,0.0008477004594169557
800,0.0006420343415811658
801,0.0007424977084156126
802,0.0006496640271507204
803,0.0008442670805379748
804,0.00067366540315561
805,0.0006111653638072312
806,0.0007039769552648067
807,0.0005885847058380023
808,0.0007257886754814535
809,0.0008535394445061684
810,0.0007705353491473943
811,0.0005240328900981694
812,0.0005364836833905429
813,0.0007647789316251874
814,0.0006856605759821832
815,0.0009305771091021597
816,0.0007799627201166004
817,0.0008932598575484008
818,0.0007179935637395829
819,0.0006099834863562137
820,0.0009188354306388646
821,0.0005086238088551909
822,0.0006711134919896722
823,0.0006296767387539148
824,0.0005893309134989977
825,0.0007167198637034744
826,0.0007061807264108211
827,0.0008281311893370003
828,0.0006157769821584225
829,0.0007255822711158544
830,0.0006353828648570925
831,0.0006633825541939586
832,0.000725102931028232
833,0.0006297083455137908
834,0.0006626577232964337
835,0.0007573652837891132
836,0.0005274984869174659
837,0.0005793001037091017
838,0.0009339616808574647
839,0.0006914105033501983
840,0.0007387544610537589
841,0.0007531537848990411
842,0.0005615326226688921
843,0.0008698957390151918
844,0.0005858324293512851
845,0.0005485224828589708
846,0.0008511065097991377
847,0.001037711394019425
848,0.0007459404587280005
849,0.0006116564327385277
850,0.0005738915351685137
851,0.0006255748448893428
852,0.0008665708301123232
853,0.00063793093431741
854,0.0007231271010823548
855,0.000678079726640135
856,0.0008697252487763762
857,0.0006571849808096886
858,0.0007157724176067859
859,0.0006976804288569838
860,0.0007061840151436627
861,0.0006517323781736195
862,0.0007686536700930446
863,0.0006814282096456736
864,0.0007397576118819416
865,0.0007434755971189588
866,0.0009281722013838589
867,0.0006965598149690777
868,0.0008761727949604392
869,0.0007751255470793694
870,0.000620952938334085
871,0.0010960812505800277
872,0.0007103830575942993
873,0.000800071720732376
874,0.0007367142243310809
875,0.0008417971839662641
876,0.001161883759777993
877,0.0008195245754905045
878,0.0006484431214630604
879,0.0007806263456586748
880,0.0006649016577284783
881,0.0005775486351922154
882,0.0005494464712683111
883,0.000645208841888234
884,0.0007599417003802955
885,0.000681675155647099
886,0.0006496315181721002
887,0.0006859248678665608
888,0.000738060538424179
889,0.0008605949697084725
890,0.0008174680406227708
891,0.0005594933609245345
892,0.0007614443893544376
893,0.0004751227388624102
894,0.0006460329750552773
895,0.000679800083162263
896,0.0006648430717177689
897,0.0009068724175449461
898,0.0006512238760478795
899,0.0007816859579179436
900,0.0006642325315624475
901,0.0007561263628304005
902,0.0006757527880836278
903,0.0008529726474080235
904,0.0006263000832404941
905,0.0005349829589249566
906,0.0007786877977196127
907,0.0005246769869700074
908,0.0006642907101195306
909,0.0005530207126867026
910,0.0005609288928098977
911,0.0005267288361210376
912,0.000774858141085133
913,0.0005639469018206
914,0.0007265298045240343
915,0.0005212082032812759
916,0.0008495967194903642
917,0.0007247450994327664
918,0.0009620053169783205
919,0.0008771647408138961
920,0.0006701998354401439
921,0.0007022394856903702
922,0.0005013024929212406
923,0.0006347270973492414
924,0.0007033532601781189
925,0.0006731338798999786
926,0.0005637593712890521
927,0.0007090040016919374
928,0.0005294756265357137
929,0.0005903189303353429
930,0.0008537270477972925
931,0.000753572239773348
932,0.0006271008751355112
933,0.000562320783501491
934,0.0007284987659659237
935,0.0007871923444326967
936,0.0005022417317377403
937,0.0006409859051927924
938,0.0005738864711020142
939,0.0005720555200241506
940,0.0008227614453062415
941,0.00069311389233917
942,0.0006369384354911745
943,0.0007365199562627822
944,0.0006527293589897454
945,0.0008685707289259881
946,0.0005222192557994276
947,0.0007623078709002584
948,0.0006115643482189626
949,0.0005857969372300431
950,0.0005213153635850176
951,0.0007882271311245859
952,0.0013396767026279122
953,0.000815504026832059
954,0.001001859869575128
955,0.000994556030491367
956,0.000664741761283949
957,0.0007910130370873958
958,0.0007718112610746175
959,0.0011694756976794451
960,0.0008795213361736387
961,0.000771367980632931
962,0.0005906398291699588
963,0.000635431963019073
964,0.0005531694332603365
965,0.0009022793383337557
966,0.0006668975402135402
967,0.0006748172163497657
968,0.0006587584794033319
969,0.0006568066892214119
970,0.0009335608338005841
971,0.0006055458798073232
972,0.0007608891755808145
973,0.00065109264687635
974,0.0005285608349367976
975,0.0009787741291802377
976,0.0007995126652531326
977,0.0006470033840741962
978,0.0006422393780667335
979,0.0005394916952354833
980,0.0007092737650964409
981,0.0005266675434540957
982,0.0007004673534538597
983,0.0005848250002600253
984,0.0008001691603567451
985,0.0006998151948209852
986,0.0007839302124921232
987,0.0005374268512241542
988,0.0009561026527080685
989,0.0005595343245659024
990,0.0009222326625604182
991,0.0005673628329532221
992,0.0006114430434536189
993,0.0006115827709436417
994,0.0006432081281673163
995,0.0005725299270125106
996,0.0007986622513271868
997,0.0005812324234284461
998,0.0008134865493047982
999,0.0006017480918671936
