0.448760932,0.463137023,0.397784641,0.405372055,0.403452562,0.427988359,0.429017289,0.475751125,0.466111403,0.52119233,0.483609725,0.520399974,0.52518661,0.538555403,0.477450541,0.519271219,0.54851408,0.59348063,0.634427878,0.628969237,0.584904613,0.573034251,0.495494694,0.470822474
0.447703314,0.414622458,0.401117668,0.428969536,0.40212748,0.450367746,0.565842424,0.58025031,0.598099291,0.649274659,0.62296794,0.592092033,0.575893967,0.614194526,0.610774248,0.585655232,0.651583266,0.682168805,0.674104949,0.6963937,0.636301393,0.60997141,0.544262748,0.476029202
0.438671445,0.406217241,0.446594159,0.411620611,0.412965376,0.463402062,0.536403248,0.619737991,0.620657288,0.602444744,0.626338792,0.605826901,0.603598937,0.570074303,0.601216745,0.603301458,0.612330001,0.706182242,0.656415509,0.638822227,0.610420701,0.605151516,0.506679183,0.499376932
0.463778697,0.410121747,0.449094691,0.44082807,0.430291614,0.452058844,0.546243501,0.589651689,0.640434145,0.622650719,0.639233316,0.59856296,0.60616678,0.588537406,0.571865616,0.602975228,0.634886153,0.655089053,0.66643566,0.616919939,0.60554177,0.605057312,0.526784757,0.450401412
0.422026809,0.435908367,0.427794773,0.42502188,0.401117756,0.398913148,0.444189103,0.504687745,0.53830058,0.5528169,0.561697545,0.527386391,0.537163845,0.551544727,0.520062377,0.489778851,0.538107698,0.627592038,0.581805193,0.588811941,0.533405151,0.547888002,0.462767017,0.431799822
0.400100322,0.366958461,0.391888061,0.401109974,0.402242066,0.379290791,0.389322952,0.412212254,0.472171634,0.493550874,0.541811349,0.516167544,0.519931721,0.509162964,0.504022424,0.523774939,0.594803155,0.595239442,0.602625932,0.571012376,0.568022282,0.502789061,0.447364029,0.419037401
0.407141386,0.394111955,0.399053791,0.392656674,0.382305356,0.429093814,0.519322016,0.565514496,0.575632333,0.581731841,0.586063644,0.604751076,0.623154059,0.603545448,0.610233777,0.604356614,0.66194671,0.696307157,0.705572908,0.677473819,0.610528928,0.615932675,0.553101811,0.479995976
0.431435615,0.417346865,0.40963757,0.405981123,0.417697459,0.454385638,0.522641659,0.570401132,0.592155099,0.596182823,0.600524127,0.599246323,0.589869022,0.582368433,0.570684612,0.572411001,0.586829484,0.624514937,0.641579747,0.633413792,0.609870732,0.574699461,0.514528751,0.467011392
0.434136063,0.418241829,0.411636233,0.413745701,0.424223363,0.468608618,0.552014291,0.607022047,0.617582321,0.616562724,0.617522717,0.611405551,0.60194391,0.594568908,0.586570024,0.585420549,0.597381115,0.632103264,0.649029195,0.640842915,0.618403554,0.577624142,0.51990962,0.47267884
0.429638624,0.412702441,0.40716064,0.409137815,0.418586731,0.458919317,0.540744066,0.594493449,0.606385529,0.607800722,0.607420564,0.600709021,0.590615809,0.582434475,0.575198829,0.572211027,0.581721008,0.610695481,0.628720164,0.619198322,0.602111578,0.563002467,0.510166347,0.463389099
0.42057091,0.403378755,0.39865315,0.398256451,0.406920493,0.438283235,0.507850051,0.555936873,0.574132621,0.57972604,0.578976214,0.574756205,0.563818336,0.553557396,0.545035541,0.541530192,0.550691843,0.57803309,0.598772645,0.59001869,0.577400327,0.542011499,0.494910032,0.449541658
0.424097151,0.404640615,0.397477478,0.391750336,0.395756483,0.406510919,0.432814509,0.463767201,0.501494527,0.52431047,0.531547904,0.534453571,0.524040103,0.508941889,0.49960348,0.499261349,0.510166526,0.541202486,0.566115439,0.561717927,0.547596276,0.521924376,0.481553942,0.443041444
0.405180067,0.385067731,0.378383636,0.375429183,0.378973424,0.392573148,0.417877227,0.451885343,0.485596746,0.505393684,0.517228961,0.520247042,0.51133132,0.498852044,0.486544669,0.488131315,0.500084281,0.534168661,0.560669065,0.561629713,0.549528897,0.515743852,0.472218156,0.432549983
0.414462417,0.398083866,0.394101709,0.392976999,0.405860037,0.444010377,0.525793016,0.582710624,0.601646364,0.607437551,0.615412354,0.619828224,0.613932788,0.607125163,0.598457217,0.601274192,0.609511614,0.636446834,0.651063859,0.643704474,0.626165867,0.586755693,0.519854426,0.468126982
0.418624133,0.403516352,0.398558676,0.396921009,0.409410894,0.453788489,0.535866857,0.593435287,0.606187403,0.605514705,0.607786,0.605157197,0.595749795,0.593026638,0.583649695,0.583593071,0.592196524,0.622525692,0.63631624,0.629968524,0.611330867,0.571694016,0.511834919,0.460285068
0.422848195,0.406179726,0.399000376,0.401004165,0.41098389,0.454276115,0.53824234,0.596126556,0.607764363,0.608788252,0.611964881,0.607006252,0.599295378,0.593031108,0.586292028,0.58402288,0.589821756,0.615643144,0.631172061,0.625231743,0.607431889,0.568600893,0.510491073,0.463102609
0.431007951,0.413340658,0.407073796,0.407860607,0.418130606,0.459053725,0.542923689,0.598525763,0.614270031,0.617821813,0.619392633,0.616789103,0.60767293,0.600311339,0.592382431,0.588829339,0.595451772,0.617446721,0.632367253,0.62365824,0.607827783,0.570759892,0.515734017,0.466954917
0.430733085,0.41241762,0.407013476,0.405122638,0.413135946,0.444245279,0.510288894,0.559481859,0.581916928,0.590512276,0.591474175,0.58861953,0.578074098,0.569498897,0.560986459,0.556258917,0.564145982,0.586391866,0.603368342,0.593364775,0.583168566,0.54911983,0.503213525,0.455764145
0.436938971,0.417421609,0.408879161,0.403497249,0.406508774,0.41870445,0.444747269,0.476222783,0.513937831,0.537340343,0.545184672,0.546467185,0.535839915,0.520853162,0.510715127,0.509486079,0.523638666,0.557277143,0.581194639,0.575153947,0.560371816,0.533366024,0.492742509,0.453488678
